actual_theta1,actual_theta2,actual_theta3,pred_theta1,pred_theta2,pred_theta3
61.12829421,-123.2788386,-297.84945560000006,61.008762969715434,-123.45242105505186,-181.7258339485279
63.08603168,-124.8992203,61.813188600000004,62.136833839605984,-125.09010192140585,-30.399975297574287
57.777159620000006,-120.7581277,-297.01903189999996,58.59568168832779,-120.92424447981435,-298.275429173992
104.1905634,-115.25925579999999,11.06869237,103.97326615219417,-114.970535209499,8.846713227425575
62.05125918,-124.0936261,62.04236687000001,61.53848777474815,-124.280574320545,-106.52638254590764
62.69834553,-25.007833230000003,-37.69051229,63.61768623131582,-27.39688363234346,-38.23760953131719
34.32270003,-100.0157422,-294.3069578000001,34.17348202861943,-99.70784392940791,-304.2929965223347
93.4943925,-96.68402094,3.1896284379999997,93.60649870247127,-96.89096129775484,2.062451641493581
87.68905244,-140.03247,52.34341761,88.095144823213,-140.28678309561465,55.088855457693214
103.428636,-114.2448878,10.816251829999999,103.29393580565178,-114.01373876791737,8.707737961820314
51.63645241,-115.41441409999999,-296.2220383,51.45100782455887,-115.1174610938622,-297.1641851275555
84.15279827,-74.42585531,-9.726942965,84.11091597643535,-74.31714342149851,-12.298642770291188
109.79368529999999,-122.3364412,12.542755919999998,109.78130666479477,-122.29320301563514,9.888613915776979
92.12848607,-93.66477297,1.5362869020000005,92.32937742689846,-93.88268603355843,0.5605588691277035
58.88920822,-121.6113962,-297.2778121,59.62784951637953,-121.75621541943373,-295.1018963482432
87.67475772,-83.18255752,-4.492200193999999,87.77882677342674,-83.50705862047852,-4.864442855552625
108.95870179999999,-146.78379109999997,37.825089250000005,109.5143503753887,-146.81133163240196,36.20902673415628
117.6219945,-131.4215348,13.799540270000001,117.51409662094954,-131.457150278071,11.406926501834043
92.81093886,-95.32111317,2.5101743049999996,92.9335269369656,-95.54660236533073,1.0214681363237617
121.1299233,-137.7483887,16.61846543,121.05686643859164,-137.5854477373952,13.761908857588587
100.69837009999999,-110.42038329999998,9.722013246000003,100.73377428952772,-110.68264653202812,7.316867658540808
93.07733785,-142.6348941,49.557556219999995,93.30401270813809,-142.78823650910724,50.67166189135433
114.74772649999998,-127.93648130000001,13.18875482,114.67957109414158,-127.89460904383552,10.84833150770065
80.44765697,-136.0244309,55.57677396999999,80.87217358720567,-135.99633066921166,59.618367245837945
98.55757472,-144.7250192,46.16744447000001,98.79304505467441,-145.12481337390255,46.33277183196945
119.36363829999999,-133.9314211,14.56778276,119.2038895013391,-133.96147476672888,12.230491770744464
96.08955365,-102.5840228,6.4944691379999995,96.17367967273677,-102.87904169812114,6.783220606498865
73.99064501,-132.3758584,58.38521342,74.37700971184346,-132.1843493963437,65.24233260162829
58.99380695,-121.6151344,-297.3786726,59.68398736931941,-121.74170604230659,-294.8015410198088
121.0468716,-137.4112916,16.364420000000003,120.97174513167039,-137.27979362120095,13.546168399444184
89.98549513,-88.69622946,-1.2892656730000027,90.1854857802755,-89.00552248525571,-0.557053321992619
94.15573687,-98.23409929,4.078362429000002,94.24457894254529,-98.35156327585514,2.7870314167927077
95.4763921,-100.95278420000001,5.476392099000002,95.55333685650466,-101.20528254146667,5.622218309914615
107.56573470000001,-119.59265970000001,12.026924909999998,107.24320969904156,-119.56850896027265,9.39864509756493
89.24850398,-87.23781075,-2.0106932340000014,89.35850221509966,-87.48417049422054,-1.5739342709713284
49.34790938,-113.4966903,-295.8512191000001,49.09730829928605,-113.03173754721676,-297.41576273754333
33.03157787000001,-98.72432475,-294.3072531,32.83534269066874,-98.61271898969,-304.77936505180753
88.49111317,-85.53352403,-2.9575891369999994,88.57409053777792,-85.81181430934126,-3.3331624494392713
119.69481529999999,-134.5381156,14.843300299999996,119.55094752712984,-134.5512835400262,12.438194846987692
73.49802631,-48.11357024000001,-25.38445607,73.7939496856673,-48.18190246821761,-25.874295787584234
49.13693785,-113.4631624,-295.67377539999995,48.97220366930934,-113.0668172979441,-297.9523417371381
65.18068825,-126.47948149999999,61.298793239999995,64.93154028141245,-126.63752244949112,57.3671809546139
67.51955903,-34.9386612,-32.58089782,67.9691658373147,-35.47817505766142,-32.46935419451521
71.86456797,-130.9515748,59.087006810000005,72.25930109336633,-130.90466813804846,66.41227434085022
61.94669021,-124.09353349999999,-297.8531567,61.48838367397387,-124.29552637621568,-107.09970999308165
70.29418467,-41.37577363,-28.91841104,69.7154994324635,-40.297802100118574,-32.46047668776765
69.67497108,-129.4991831,59.82421203,70.08201593073589,-129.66763556693576,67.34532820799323
105.0813625,-116.50474170000001,11.423379240000003,104.77055186149846,-116.19214820202535,8.95713171728466
76.93336181,-56.39146454,-20.54189728,76.82630470601012,-55.9858813501399,-23.2705363941591
88.48736141,-85.45795564,-3.0294057759999973,88.5794304260058,-85.78010045587428,-3.2388536820776324
95.46938341,-101.0183996,5.549016172000002,95.52571190004176,-101.32205694902639,5.37031703648487
94.12320261,-98.63484969,4.511647083,94.1623955777558,-98.70770956981708,2.185579759160909
117.09106990000001,-145.55033219999999,28.45926231,117.21173903450358,-145.723327046292,26.095622067287593
119.4765291,-144.0309489,24.554419820000007,119.5114507005345,-144.33229364622366,21.060971286696457
108.47894409999999,-120.8029774,12.324033290000003,108.2957143679017,-120.71821272868422,9.643449839107966
91.42911454,-92.05588246,0.6267679170000022,91.67234632671435,-92.26116670908061,0.2278181896974516
89.98025632,-88.47606593,-1.504190395000002,90.18963889419811,-88.90982923148533,-0.4146764698621652
104.4713008,-115.61515159999998,11.143850790000002,104.2138608654623,-115.33706639639652,8.889324265048394
86.85210763,-81.17000727,-5.682100357000003,86.89789251785785,-81.32673835417285,-6.528462739676158
84.08873896,-73.99160931,-10.09712965,84.17328742803168,-74.08681996620058,-11.62528354629151
82.75517393,-137.2947408,54.53956689,83.20049714956598,-137.37391592506006,58.631807059434905
114.7354899,-146.28594280000002,31.550452820000004,115.0850308238565,-146.3899941697573,29.26140456230827
99.41853495,-108.06106670000001,8.642531738999999,99.47177177030588,-108.24724053159127,8.404852072148671
104.84711490000001,-146.365704,41.518589180000006,105.38526612249223,-146.53623578321978,40.52134071007117
115.83637890000001,-146.0047157,30.168336780000004,116.08468654176377,-146.14686952521475,27.84890046555661
90.71604784,-90.85481312,0.1387652769999974,90.89215653268901,-91.03870811080186,-0.8718895539973559
38.89978124,-103.9543781,-294.9454031,38.55336039107032,-103.01439615232883,-300.28159115426513
91.87340965,-142.0673209,50.193911220000004,92.01791542207921,-142.20360356882614,51.72194099920134
102.0387844,-112.4380558,10.399271419999998,101.99999861849157,-112.46565281205734,7.585233328660308
75.47371191,-53.01811438,-22.45559753,75.28160007122416,-52.42595060055956,-25.655146490256996
82.96404289,-137.4249854,54.46094251000001,83.4810991567676,-137.52220310966356,58.32715609673987
62.36338107,-124.0926953,61.72931425,61.67569814880992,-124.23846675430056,-105.04518599892597
106.9914239,-118.8998747,11.908450809999998,106.66801435677249,-118.77564885684882,9.361363465294573
89.74108179,-141.11531169999998,51.37422993,90.04553249707764,-141.26432776977714,53.46049179257062
43.746612400000004,-108.4315733,-295.31503910000004,43.323773146469485,-107.68885918730653,-298.22457805746524
79.5760411,-62.62801525,-16.94802585,79.63365109297834,-62.61799052176722,-18.40176411155277
74.29545474,-132.3357182,58.04026345,74.51484475541085,-132.11699731990154,64.59952383046469
109.2071837,-121.6570415,12.44985783,109.15042589982116,-121.66818010570826,9.77277166851875
44.41120371,-109.3766886,-295.0345151,44.12395732197061,-108.94049656886442,-299.1535856654531
84.59575011,-138.3806839,53.78493378,85.13451974038027,-138.62300125563502,57.82623602663308
118.015974,-145.02087219999999,27.004898229999995,118.23069159838752,-145.1458787906602,24.031260927611385
89.23772208,-86.94020454,-2.297517542999998,89.370389488018,-87.37130593907591,-1.3137592193614367
66.34215529,-127.24932549999998,60.90717020000001,66.76909377774096,-127.89036443146436,66.1911598975414
64.0255533,-125.69681680000001,61.67126352999999,62.94367289489431,-125.71992781225764,36.763546649272314
83.80626365,-137.9425429,54.136279259999995,84.33552321478606,-138.11335049752333,58.18211948765757
88.47958688,-85.30652548,-3.1730614009999982,88.61091031755063,-85.63312852621834,-2.870424878459197
76.93336181,-56.39146454,-20.54189728,76.86699718557266,-55.92017761989088,-23.000489564491165
96.75087825,-103.7478368,6.996958527000004,96.82189553809893,-103.93168924708249,7.598098736375924
64.89404558,-29.30445127,-35.58959431,65.89749585780258,-31.13005081733222,-34.70779114200647
73.49802631,-48.11357024000001,-25.38445607,73.7939496856673,-48.18190246821761,-25.874295787584234
75.41621787,-133.0245118,57.60829396,75.7488834636928,-132.81276668086343,63.443858426422636
99.39569346,-108.18691559999999,8.791222114999997,99.4385444624964,-108.3960497520404,8.124536557401925
88.13959056,-140.2758698,52.13627923,88.56204315165922,-140.49800805927669,54.59850494579422
71.72274172,-44.14511374999999,-27.57762798,72.01157859996972,-44.07963734562669,-27.759286786101626
112.54684820000001,-125.4654352,12.918586959999999,112.51517832720502,-125.3831159391115,10.355637246009458
67.51955903,-34.9386612,-32.58089782,67.8190661274997,-35.53926244268618,-33.104477576195976
117.2111381,-145.4453878,28.234249789999993,117.370749320501,-145.59963893201035,25.69544963656547
105.22247790000002,-116.68129640000002,11.458818520000001,104.90598915936765,-116.33873894305785,9.020680091598088
75.12208898,-51.79218161,-23.32990737,75.511330182109,-51.962985087479645,-23.52242559237334
114.2808772,-127.44790549999999,13.167028250000001,114.22366878984056,-127.3727512567874,10.791164977554125
84.23148555,-138.1992425,53.96775695000001,84.8359353804489,-138.42097269260216,57.852931473192044
33.59264269,-99.73236157,-293.8602811,33.713514980684344,-99.84617262795233,-306.365890320382
117.08865209999999,-130.7718373,13.683185199999997,117.01057091904974,-130.7480180300172,11.294286954908152
50.0412612,-114.39814840000001,-295.6431128,49.996648650362836,-114.14750200234097,-298.43664811082675
121.17086880000001,-137.9167561,16.745887300000007,121.07310610252185,-137.7855674748344,13.929531275492103
45.354301299999996,-110.37573049999999,-294.9785708,45.210523226531755,-110.03151630985964,-299.4473970960565
120.46206540000001,-142.6852251,22.22315967,120.56541028360859,-142.89715888147694,18.206012557112956
102.7461224,-145.9115605,43.165438159999994,103.25879302790925,-146.2087454423742,42.35525656804748
37.25494561,-102.63796459999999,-294.61698100000007,37.02728202771286,-101.92327789653075,-301.9986705761829
85.10260846,-76.84344972,-8.259158741999997,85.07091961645733,-76.85985187343832,-10.471608893385266
